,期权代码,认购/认沽,到期日
1650,10001651,认购,2019-02-27
1651,10001652,认购,2019-02-27
1652,10001653,认购,2019-02-27
1653,10001654,认购,2019-02-27
1654,10001655,认购,2019-02-27
1655,10001656,认沽,2019-02-27
1656,10001657,认沽,2019-02-27
1657,10001658,认沽,2019-02-27
1658,10001659,认沽,2019-02-27
1659,10001660,认沽,2019-02-27
1660,10001661,认沽,2019-02-27
1661,10001662,认沽,2019-02-27
1662,10001663,认沽,2019-02-27
1663,10001664,认沽,2019-02-27
1664,10001665,认购,2019-01-23
1665,10001666,认沽,2019-01-23
1666,10001667,认购,2019-02-27
1667,10001668,认沽,2019-02-27
1668,10001669,认购,2019-03-27
1669,10001670,认沽,2019-03-27
1670,10001671,认购,2019-06-26
1671,10001672,认沽,2019-06-26
1672,10001673,认购,2019-02-27
1673,10001674,认沽,2019-02-27
1674,10001675,认购,2019-02-27
1675,10001676,认沽,2019-02-27
1676,10001677,认购,2019-09-25
1677,10001678,认购,2019-09-25
1678,10001679,认购,2019-09-25
1679,10001680,认购,2019-09-25
1680,10001681,认购,2019-09-25
1681,10001682,认购,2019-09-25
1682,10001683,认购,2019-09-25
1683,10001684,认购,2019-09-25
1684,10001685,认购,2019-09-25
1685,10001686,认沽,2019-09-25
1686,10001687,认沽,2019-09-25
1687,10001688,认沽,2019-09-25
1688,10001689,认沽,2019-09-25
1689,10001690,认沽,2019-09-25
1690,10001691,认沽,2019-09-25
1691,10001692,认沽,2019-09-25
1692,10001693,认沽,2019-09-25
1693,10001694,认沽,2019-09-25
1694,10001695,认购,2019-02-27
1695,10001696,认沽,2019-02-27
1696,10001697,认购,2019-09-25
1697,10001698,认沽,2019-09-25
1698,10001699,认购,2019-02-27
1699,10001700,认沽,2019-02-27
1700,10001701,认购,2019-09-25
1701,10001702,认沽,2019-09-25
1702,10001703,认购,2019-02-27
1703,10001704,认沽,2019-02-27
1704,10001705,认购,2019-03-27
1705,10001706,认沽,2019-03-27
1706,10001707,认购,2019-06-26
1707,10001708,认沽,2019-06-26
1708,10001709,认购,2019-09-25
1709,10001710,认沽,2019-09-25
1710,10001711,认购,2019-02-27
1711,10001712,认沽,2019-02-27
1712,10001713,认购,2019-03-27
1713,10001714,认沽,2019-03-27
1714,10001715,认购,2019-06-26
1715,10001716,认沽,2019-06-26
1716,10001717,认购,2019-09-25
1717,10001718,认沽,2019-09-25
1718,10001719,认购,2019-02-27
1719,10001720,认购,2019-02-27
1720,10001721,认购,2019-02-27
1721,10001722,认购,2019-02-27
1722,10001723,认沽,2019-02-27
1723,10001724,认沽,2019-02-27
1724,10001725,认沽,2019-02-27
1725,10001726,认沽,2019-02-27
1726,10001727,认购,2019-03-27
1727,10001728,认购,2019-03-27
1728,10001729,认购,2019-03-27
1729,10001730,认购,2019-03-27
1730,10001731,认沽,2019-03-27
1731,10001732,认沽,2019-03-27
1732,10001733,认沽,2019-03-27
1733,10001734,认沽,2019-03-27
1734,10001735,认购,2019-06-26
1735,10001736,认购,2019-06-26
1736,10001737,认购,2019-06-26
1737,10001738,认购,2019-06-26
1738,10001739,认沽,2019-06-26
1739,10001740,认沽,2019-06-26
1740,10001741,认沽,2019-06-26
1741,10001742,认沽,2019-06-26
1742,10001743,认购,2019-09-25
1743,10001744,认购,2019-09-25
1744,10001745,认购,2019-09-25
1745,10001746,认购,2019-09-25
1746,10001747,认沽,2019-09-25
1747,10001748,认沽,2019-09-25
1748,10001749,认沽,2019-09-25
1749,10001750,认沽,2019-09-25
1750,10001751,认购,2019-04-24
1751,10001752,认购,2019-04-24
1752,10001753,认购,2019-04-24
1753,10001754,认购,2019-04-24
1754,10001755,认购,2019-04-24
1755,10001756,认购,2019-04-24
1756,10001757,认购,2019-04-24
1757,10001758,认购,2019-04-24
1758,10001759,认购,2019-04-24
1759,10001760,认沽,2019-04-24
1760,10001761,认沽,2019-04-24
1761,10001762,认沽,2019-04-24
1762,10001763,认沽,2019-04-24
1763,10001764,认沽,2019-04-24
1764,10001765,认沽,2019-04-24
1765,10001766,认沽,2019-04-24
1766,10001767,认沽,2019-04-24
1767,10001768,认沽,2019-04-24
1768,10001769,认购,2019-04-24
1769,10001770,认沽,2019-04-24
1770,10001771,认购,2019-04-24
1771,10001772,认沽,2019-04-24
1772,10001773,认购,2019-05-22
1773,10001774,认购,2019-05-22
1774,10001775,认购,2019-05-22
1775,10001776,认购,2019-05-22
1776,10001777,认购,2019-05-22
1777,10001778,认购,2019-05-22
1778,10001779,认购,2019-05-22
1779,10001780,认购,2019-05-22
1780,10001781,认购,2019-05-22
1781,10001782,认沽,2019-05-22
1782,10001783,认沽,2019-05-22
1783,10001784,认沽,2019-05-22
1784,10001785,认沽,2019-05-22
1785,10001786,认沽,2019-05-22
1786,10001787,认沽,2019-05-22
1787,10001788,认沽,2019-05-22
1788,10001789,认沽,2019-05-22
1789,10001790,认沽,2019-05-22
1790,10001791,认购,2019-05-22
1791,10001792,认购,2019-05-22
1792,10001793,认沽,2019-05-22
1793,10001794,认沽,2019-05-22
1794,10001795,认购,2019-04-24
1795,10001796,认沽,2019-04-24
1796,10001797,认购,2019-05-22
1797,10001798,认沽,2019-05-22
1798,10001799,认购,2019-06-26
1799,10001800,认沽,2019-06-26
1800,10001801,认购,2019-09-25
1801,10001802,认沽,2019-09-25
1802,10001803,认购,2019-04-24
1803,10001804,认沽,2019-04-24
1804,10001805,认购,2019-05-22
1805,10001806,认沽,2019-05-22
1806,10001807,认购,2019-06-26
1807,10001808,认沽,2019-06-26
1808,10001809,认购,2019-09-25
1809,10001810,认沽,2019-09-25
1810,10001811,认购,2019-04-24
1811,10001812,认沽,2019-04-24
1812,10001813,认购,2019-05-22
1813,10001814,认沽,2019-05-22
1814,10001815,认购,2019-06-26
1815,10001816,认沽,2019-06-26
1816,10001817,认购,2019-09-25
1817,10001818,认沽,2019-09-25
1818,10001819,认购,2019-04-24
1819,10001820,认沽,2019-04-24
1820,10001821,认购,2019-05-22
1821,10001822,认沽,2019-05-22
1822,10001823,认购,2019-06-26
1823,10001824,认沽,2019-06-26
1824,10001825,认购,2019-09-25
1825,10001826,认沽,2019-09-25
1826,10001827,认购,2019-12-25
1827,10001828,认购,2019-12-25
1828,10001829,认购,2019-12-25
1829,10001830,认购,2019-12-25
1830,10001831,认购,2019-12-25
1831,10001832,认购,2019-12-25
1832,10001833,认购,2019-12-25
1833,10001834,认购,2019-12-25
1834,10001835,认购,2019-12-25
1835,10001836,认沽,2019-12-25
1836,10001837,认沽,2019-12-25
1837,10001838,认沽,2019-12-25
1838,10001839,认沽,2019-12-25
1839,10001840,认沽,2019-12-25
1840,10001841,认沽,2019-12-25
1841,10001842,认沽,2019-12-25
1842,10001843,认沽,2019-12-25
1843,10001844,认沽,2019-12-25
1844,10001845,认购,2019-12-25
1845,10001846,认沽,2019-12-25
1846,10001847,认购,2019-12-25
1847,10001848,认购,2019-12-25
1848,10001849,认沽,2019-12-25
1849,10001850,认沽,2019-12-25
1850,10001851,认购,2019-12-25
1851,10001852,认沽,2019-12-25
1852,10001853,认购,2019-12-25
1853,10001854,认沽,2019-12-25
1854,10001855,认购,2019-07-24
1855,10001856,认购,2019-07-24
1856,10001857,认购,2019-07-24
1857,10001858,认购,2019-07-24
1858,10001859,认购,2019-07-24
1859,10001860,认购,2019-07-24
1860,10001861,认购,2019-07-24
1861,10001862,认购,2019-07-24
1862,10001863,认购,2019-07-24
1863,10001864,认沽,2019-07-24
1864,10001865,认沽,2019-07-24
1865,10001866,认沽,2019-07-24
1866,10001867,认沽,2019-07-24
1867,10001868,认沽,2019-07-24
1868,10001869,认沽,2019-07-24
1869,10001870,认沽,2019-07-24
1870,10001871,认沽,2019-07-24
1871,10001872,认沽,2019-07-24
1872,10001873,认购,2019-07-24
1873,10001874,认沽,2019-07-24
1874,10001875,认购,2019-07-24
1875,10001876,认沽,2019-07-24
1876,10001877,认购,2019-07-24
1877,10001878,认沽,2019-07-24
1878,10001879,认购,2019-07-24
1879,10001880,认购,2019-07-24
1880,10001881,认沽,2019-07-24
1881,10001882,认沽,2019-07-24
1882,10001883,认购,2019-08-28
1883,10001884,认购,2019-08-28
1884,10001885,认购,2019-08-28
1885,10001886,认购,2019-08-28
1886,10001887,认购,2019-08-28
1887,10001888,认购,2019-08-28
1888,10001889,认购,2019-08-28
1889,10001890,认购,2019-08-28
1890,10001891,认购,2019-08-28
1891,10001892,认沽,2019-08-28
1892,10001893,认沽,2019-08-28
1893,10001894,认沽,2019-08-28
1894,10001895,认沽,2019-08-28
1895,10001896,认沽,2019-08-28
1896,10001897,认沽,2019-08-28
1897,10001898,认沽,2019-08-28
1898,10001899,认沽,2019-08-28
1899,10001900,认沽,2019-08-28
1900,10001901,认购,2019-08-28
1901,10001902,认沽,2019-08-28
1902,10001903,认购,2019-07-24
1903,10001904,认沽,2019-07-24
1904,10001905,认购,2019-08-28
1905,10001906,认沽,2019-08-28
1906,10001907,认购,2019-12-25
1907,10001908,认沽,2019-12-25
1908,10001909,认购,2020-03-25
1909,10001910,认购,2020-03-25
1910,10001911,认购,2020-03-25
1911,10001912,认购,2020-03-25
1912,10001913,认购,2020-03-25
1913,10001914,认购,2020-03-25
1914,10001915,认购,2020-03-25
1915,10001916,认购,2020-03-25
1916,10001917,认购,2020-03-25
1917,10001918,认沽,2020-03-25
1918,10001919,认沽,2020-03-25
1919,10001920,认沽,2020-03-25
1920,10001921,认沽,2020-03-25
1921,10001922,认沽,2020-03-25
1922,10001923,认沽,2020-03-25
1923,10001924,认沽,2020-03-25
1924,10001925,认沽,2020-03-25
1925,10001926,认沽,2020-03-25
1926,10001927,认购,2020-03-25
1927,10001928,认沽,2020-03-25
1928,10001929,认购,2020-03-25
1929,10001930,认沽,2020-03-25
1930,10001931,认购,2019-08-28
1931,10001932,认沽,2019-08-28
1932,10001933,认购,2020-03-25
1933,10001934,认沽,2020-03-25
1934,10001935,认购,2019-08-28
1935,10001936,认沽,2019-08-28
1936,10001937,认购,2020-03-25
1937,10001938,认沽,2020-03-25
1938,10001939,认购,2019-10-23
1939,10001940,认购,2019-10-23
1940,10001941,认购,2019-10-23
1941,10001942,认购,2019-10-23
1942,10001943,认购,2019-10-23
1943,10001944,认购,2019-10-23
1944,10001945,认购,2019-10-23
1945,10001946,认购,2019-10-23
1946,10001947,认购,2019-10-23
1947,10001948,认沽,2019-10-23
1948,10001949,认沽,2019-10-23
1949,10001950,认沽,2019-10-23
1950,10001951,认沽,2019-10-23
1951,10001952,认沽,2019-10-23
1952,10001953,认沽,2019-10-23
1953,10001954,认沽,2019-10-23
1954,10001955,认沽,2019-10-23
1955,10001956,认沽,2019-10-23
1956,10001957,认购,2019-10-23
1957,10001958,认沽,2019-10-23
1958,10001959,认购,2019-10-23
1959,10001960,认沽,2019-10-23
1960,10001961,认购,2019-11-27
1961,10001962,认购,2019-11-27
1962,10001963,认购,2019-11-27
1963,10001964,认购,2019-11-27
1964,10001965,认购,2019-11-27
1965,10001966,认购,2019-11-27
1966,10001967,认购,2019-11-27
1967,10001968,认购,2019-11-27
1968,10001969,认购,2019-11-27
1969,10001970,认沽,2019-11-27
1970,10001971,认沽,2019-11-27
1971,10001972,认沽,2019-11-27
1972,10001973,认沽,2019-11-27
1973,10001974,认沽,2019-11-27
1974,10001975,认沽,2019-11-27
1975,10001976,认沽,2019-11-27
1976,10001977,认沽,2019-11-27
1977,10001978,认沽,2019-11-27
1978,10001979,认购,2019-11-27
1979,10001980,认沽,2019-11-27
1980,10001981,认购,2019-10-23
1981,10001982,认沽,2019-10-23
1982,10001983,认购,2019-11-27
1983,10001984,认沽,2019-11-27
1984,10001985,认购,2019-12-25
1985,10001986,认沽,2019-12-25
1986,10001987,认购,2020-03-25
1987,10001988,认沽,2020-03-25
1988,10001989,认购,2020-06-24
1989,10001990,认购,2020-06-24
1990,10001991,认购,2020-06-24
1991,10001992,认购,2020-06-24
1992,10001993,认购,2020-06-24
1993,10001994,认购,2020-06-24
1994,10001995,认购,2020-06-24
1995,10001996,认购,2020-06-24
1996,10001997,认购,2020-06-24
1997,10001998,认沽,2020-06-24
1998,10001999,认沽,2020-06-24
1999,10002000,认沽,2020-06-24
2000,10002001,认沽,2020-06-24
2001,10002002,认沽,2020-06-24
2002,10002003,认沽,2020-06-24
2003,10002004,认沽,2020-06-24
2004,10002005,认沽,2020-06-24
2005,10002006,认沽,2020-06-24
2006,10002007,认购,2020-06-24
2007,10002008,认沽,2020-06-24
2008,10002009,认购,2020-06-24
2009,10002010,认沽,2020-06-24
2010,10002011,认购,2020-01-22
2011,10002012,认购,2020-01-22
2012,10002013,认购,2020-01-22
2013,10002014,认购,2020-01-22
2014,10002015,认购,2020-01-22
2015,10002016,认购,2020-01-22
2016,10002017,认购,2020-01-22
2017,10002018,认购,2020-01-22
2018,10002019,认购,2020-01-22
2019,10002020,认沽,2020-01-22
2020,10002021,认沽,2020-01-22
2021,10002022,认沽,2020-01-22
2022,10002023,认沽,2020-01-22
2023,10002024,认沽,2020-01-22
2024,10002025,认沽,2020-01-22
2025,10002026,认沽,2020-01-22
2026,10002027,认沽,2020-01-22
2027,10002028,认沽,2020-01-22
2028,10002029,认购,2019-12-25
2029,10002030,认购,2019-12-25
2030,10002031,认购,2019-12-25
2031,10002032,认购,2019-12-25
2032,10002033,认购,2019-12-25
2033,10002034,认购,2019-12-25
2034,10002035,认购,2019-12-25
2035,10002036,认购,2019-12-25
2036,10002037,认购,2019-12-25
2037,10002038,认沽,2019-12-25
2038,10002039,认沽,2019-12-25
2039,10002040,认沽,2019-12-25
2040,10002041,认沽,2019-12-25
2041,10002042,认沽,2019-12-25
2042,10002043,认沽,2019-12-25
2043,10002044,认沽,2019-12-25
2044,10002045,认沽,2019-12-25
2045,10002046,认沽,2019-12-25
2046,10002047,认购,2020-01-22
2047,10002048,认购,2020-01-22
2048,10002049,认购,2020-01-22
2049,10002050,认购,2020-01-22
2050,10002051,认购,2020-01-22
2051,10002052,认购,2020-01-22
2052,10002053,认购,2020-01-22
2053,10002054,认购,2020-01-22
2054,10002055,认购,2020-01-22
2055,10002056,认沽,2020-01-22
2056,10002057,认沽,2020-01-22
2057,10002058,认沽,2020-01-22
2058,10002059,认沽,2020-01-22
2059,10002060,认沽,2020-01-22
2060,10002061,认沽,2020-01-22
2061,10002062,认沽,2020-01-22
2062,10002063,认沽,2020-01-22
2063,10002064,认沽,2020-01-22
2064,10002065,认购,2020-03-25
2065,10002066,认购,2020-03-25
2066,10002067,认购,2020-03-25
2067,10002068,认购,2020-03-25
2068,10002069,认购,2020-03-25
2069,10002070,认购,2020-03-25
2070,10002071,认购,2020-03-25
2071,10002072,认购,2020-03-25
2072,10002073,认购,2020-03-25
2073,10002074,认沽,2020-03-25
2074,10002075,认沽,2020-03-25
2075,10002076,认沽,2020-03-25
2076,10002077,认沽,2020-03-25
2077,10002078,认沽,2020-03-25
2078,10002079,认沽,2020-03-25
2079,10002080,认沽,2020-03-25
2080,10002081,认沽,2020-03-25
2081,10002082,认沽,2020-03-25
2082,10002083,认购,2020-06-24
2083,10002084,认购,2020-06-24
2084,10002085,认购,2020-06-24
2085,10002086,认购,2020-06-24
2086,10002087,认购,2020-06-24
2087,10002088,认购,2020-06-24
2088,10002089,认购,2020-06-24
2089,10002090,认购,2020-06-24
2090,10002091,认购,2020-06-24
2091,10002092,认沽,2020-06-24
2092,10002093,认沽,2020-06-24
2093,10002094,认沽,2020-06-24
2094,10002095,认沽,2020-06-24
2095,10002096,认沽,2020-06-24
2096,10002097,认沽,2020-06-24
2097,10002098,认沽,2020-06-24
2098,10002099,认沽,2020-06-24
2099,10002100,认沽,2020-06-24
2100,10002101,认购,2019-12-25
2101,10002102,认沽,2019-12-25
2102,10002103,认购,2020-01-22
2103,10002104,认沽,2020-01-22
2104,10002105,认购,2020-03-25
2105,10002106,认沽,2020-03-25
2106,10002107,认购,2020-06-24
2107,10002108,认沽,2020-06-24
2108,10002109,认购,2019-12-25
2109,10002110,认沽,2019-12-25
2110,10002111,认购,2020-01-22
2111,10002112,认沽,2020-01-22
2112,10002113,认购,2020-03-25
2113,10002114,认沽,2020-03-25
2114,10002115,认购,2020-06-24
2115,10002116,认沽,2020-06-24
2116,10002189,认购,2020-02-26
2117,10002190,认购,2020-02-26
2118,10002191,认购,2020-02-26
2119,10002192,认购,2020-02-26
2120,10002193,认购,2020-02-26
2121,10002194,认购,2020-02-26
2122,10002195,认购,2020-02-26
2123,10002196,认购,2020-02-26
2124,10002197,认购,2020-02-26
2125,10002198,认沽,2020-02-26
2126,10002199,认沽,2020-02-26
2127,10002200,认沽,2020-02-26
2128,10002201,认沽,2020-02-26
2129,10002202,认沽,2020-02-26
2130,10002203,认沽,2020-02-26
2131,10002204,认沽,2020-02-26
2132,10002205,认沽,2020-02-26
2133,10002206,认沽,2020-02-26
2134,10002207,认购,2020-01-22
2135,10002208,认沽,2020-01-22
2136,10002209,认购,2020-02-26
2137,10002210,认沽,2020-02-26
2138,10002211,认购,2020-03-25
2139,10002212,认沽,2020-03-25
2140,10002213,认购,2020-06-24
2141,10002214,认沽,2020-06-24
2142,10002231,认购,2020-09-23
2143,10002232,认购,2020-09-23
2144,10002233,认购,2020-09-23
2145,10002234,认购,2020-09-23
2146,10002235,认购,2020-09-23
2147,10002236,认购,2020-09-23
2148,10002237,认购,2020-09-23
2149,10002238,认购,2020-09-23
2150,10002239,认购,2020-09-23
2151,10002240,认沽,2020-09-23
2152,10002241,认沽,2020-09-23
2153,10002242,认沽,2020-09-23
2154,10002243,认沽,2020-09-23
2155,10002244,认沽,2020-09-23
2156,10002245,认沽,2020-09-23
2157,10002246,认沽,2020-09-23
2158,10002247,认沽,2020-09-23
2159,10002248,认沽,2020-09-23
2160,10002267,认购,2020-02-26
2161,10002268,认沽,2020-02-26
2162,10002269,认购,2020-09-23
2163,10002270,认沽,2020-09-23
2164,10002273,认购,2020-02-26
2165,10002274,认购,2020-02-26
2166,10002275,认购,2020-02-26
2167,10002276,认购,2020-02-26
2168,10002277,认购,2020-02-26
2169,10002278,认沽,2020-02-26
2170,10002279,认沽,2020-02-26
2171,10002280,认沽,2020-02-26
2172,10002281,认沽,2020-02-26
2173,10002282,认沽,2020-02-26
2174,10002283,认购,2020-03-25
2175,10002284,认购,2020-03-25
2176,10002285,认购,2020-03-25
2177,10002286,认购,2020-03-25
2178,10002287,认沽,2020-03-25
2179,10002288,认沽,2020-03-25
2180,10002289,认沽,2020-03-25
2181,10002290,认沽,2020-03-25
2182,10002291,认购,2020-06-24
2183,10002292,认购,2020-06-24
2184,10002293,认购,2020-06-24
2185,10002294,认购,2020-06-24
2186,10002295,认沽,2020-06-24
2187,10002296,认沽,2020-06-24
2188,10002297,认沽,2020-06-24
2189,10002298,认沽,2020-06-24
2190,10002299,认购,2020-09-23
2191,10002300,认购,2020-09-23
2192,10002301,认购,2020-09-23
2193,10002302,认购,2020-09-23
2194,10002303,认购,2020-09-23
2195,10002304,认沽,2020-09-23
2196,10002305,认沽,2020-09-23
2197,10002306,认沽,2020-09-23
2198,10002307,认沽,2020-09-23
2199,10002308,认沽,2020-09-23
2200,10002333,认购,2020-04-22
2201,10002334,认购,2020-04-22
2202,10002335,认购,2020-04-22
2203,10002336,认购,2020-04-22
2204,10002337,认购,2020-04-22
2205,10002338,认购,2020-04-22
2206,10002339,认购,2020-04-22
2207,10002340,认购,2020-04-22
2208,10002341,认购,2020-04-22
2209,10002342,认沽,2020-04-22
2210,10002343,认沽,2020-04-22
2211,10002344,认沽,2020-04-22
2212,10002345,认沽,2020-04-22
2213,10002346,认沽,2020-04-22
2214,10002347,认沽,2020-04-22
2215,10002348,认沽,2020-04-22
2216,10002349,认沽,2020-04-22
2217,10002350,认沽,2020-04-22
2218,10002369,认购,2020-04-22
2219,10002370,认购,2020-04-22
2220,10002371,认沽,2020-04-22
2221,10002372,认沽,2020-04-22
2222,10002377,认购,2020-04-22
2223,10002378,认沽,2020-04-22
2224,10002379,认购,2020-04-22
2225,10002380,认沽,2020-04-22
2226,10002385,认购,2020-04-22
2227,10002386,认购,2020-04-22
2228,10002387,认沽,2020-04-22
2229,10002388,认沽,2020-04-22
2230,10002393,认购,2020-03-25
2231,10002394,认购,2020-03-25
2232,10002395,认沽,2020-03-25
2233,10002396,认沽,2020-03-25
2234,10002397,认购,2020-04-22
2235,10002398,认购,2020-04-22
2236,10002399,认沽,2020-04-22
2237,10002400,认沽,2020-04-22
2238,10002401,认购,2020-06-24
2239,10002402,认购,2020-06-24
2240,10002403,认沽,2020-06-24
2241,10002404,认沽,2020-06-24
2242,10002405,认购,2020-09-23
2243,10002406,认购,2020-09-23
2244,10002407,认沽,2020-09-23
2245,10002408,认沽,2020-09-23
2246,10002417,认购,2020-03-25
2247,10002418,认沽,2020-03-25
2248,10002419,认购,2020-04-22
2249,10002420,认沽,2020-04-22
2250,10002421,认购,2020-06-24
2251,10002422,认沽,2020-06-24
2252,10002423,认购,2020-09-23
2253,10002424,认沽,2020-09-23
2254,10002433,认购,2020-05-27
2255,10002434,认购,2020-05-27
2256,10002435,认购,2020-05-27
2257,10002436,认购,2020-05-27
2258,10002437,认购,2020-05-27
2259,10002438,认购,2020-05-27
2260,10002439,认购,2020-05-27
2261,10002440,认购,2020-05-27
2262,10002441,认购,2020-05-27
2263,10002442,认沽,2020-05-27
2264,10002443,认沽,2020-05-27
2265,10002444,认沽,2020-05-27
2266,10002445,认沽,2020-05-27
2267,10002446,认沽,2020-05-27
2268,10002447,认沽,2020-05-27
2269,10002448,认沽,2020-05-27
2270,10002449,认沽,2020-05-27
2271,10002450,认沽,2020-05-27
2272,10002469,认购,2020-05-27
2273,10002470,认沽,2020-05-27
2274,10002471,认购,2020-05-27
2275,10002472,认沽,2020-05-27
2276,10002475,认购,2020-05-27
2277,10002476,认沽,2020-05-27
2278,10002477,认购,2020-12-23
2279,10002478,认购,2020-12-23
2280,10002479,认购,2020-12-23
2281,10002480,认购,2020-12-23
2282,10002481,认购,2020-12-23
2283,10002482,认购,2020-12-23
2284,10002483,认购,2020-12-23
2285,10002484,认购,2020-12-23
2286,10002485,认购,2020-12-23
2287,10002486,认沽,2020-12-23
2288,10002487,认沽,2020-12-23
2289,10002488,认沽,2020-12-23
2290,10002489,认沽,2020-12-23
2291,10002490,认沽,2020-12-23
2292,10002491,认沽,2020-12-23
2293,10002492,认沽,2020-12-23
2294,10002493,认沽,2020-12-23
2295,10002494,认沽,2020-12-23
2296,10002513,认购,2020-12-23
2297,10002514,认沽,2020-12-23
2298,10002515,认购,2020-05-27
2299,10002516,认沽,2020-05-27
2300,10002517,认购,2020-12-23
2301,10002518,认沽,2020-12-23
2302,10002527,认购,2020-07-22
2303,10002528,认购,2020-07-22
2304,10002529,认购,2020-07-22
2305,10002530,认购,2020-07-22
2306,10002531,认购,2020-07-22
2307,10002532,认购,2020-07-22
2308,10002533,认购,2020-07-22
2309,10002534,认购,2020-07-22
2310,10002535,认购,2020-07-22
2311,10002536,认沽,2020-07-22
2312,10002537,认沽,2020-07-22
2313,10002538,认沽,2020-07-22
2314,10002539,认沽,2020-07-22
2315,10002540,认沽,2020-07-22
2316,10002541,认沽,2020-07-22
2317,10002542,认沽,2020-07-22
2318,10002543,认沽,2020-07-22
2319,10002544,认沽,2020-07-22
2320,10002565,认购,2020-07-22
2321,10002566,认沽,2020-07-22
2322,10002569,认购,2020-07-22
2323,10002570,认沽,2020-07-22
2324,10002571,认购,2020-12-23
2325,10002572,认沽,2020-12-23
2326,10002577,认购,2020-07-22
2327,10002578,认沽,2020-07-22
2328,10002579,认购,2020-12-23
2329,10002580,认沽,2020-12-23
2330,10002585,认购,2020-08-26
2331,10002586,认购,2020-08-26
2332,10002587,认购,2020-08-26
2333,10002588,认购,2020-08-26
2334,10002589,认购,2020-08-26
2335,10002590,认购,2020-08-26
2336,10002591,认购,2020-08-26
2337,10002592,认购,2020-08-26
2338,10002593,认购,2020-08-26
2339,10002594,认沽,2020-08-26
2340,10002595,认沽,2020-08-26
2341,10002596,认沽,2020-08-26
2342,10002597,认沽,2020-08-26
2343,10002598,认沽,2020-08-26
2344,10002599,认沽,2020-08-26
2345,10002600,认沽,2020-08-26
2346,10002601,认沽,2020-08-26
2347,10002602,认沽,2020-08-26
2348,10002623,认购,2020-07-22
2349,10002624,认沽,2020-07-22
2350,10002625,认购,2020-08-26
2351,10002626,认沽,2020-08-26
2352,10002627,认购,2020-12-23
2353,10002628,认沽,2020-12-23
2354,10002637,认购,2020-07-22
2355,10002638,认沽,2020-07-22
2356,10002639,认购,2020-08-26
2357,10002640,认沽,2020-08-26
2358,10002641,认购,2020-09-23
2359,10002642,认沽,2020-09-23
2360,10002643,认购,2020-12-23
2361,10002644,认沽,2020-12-23
2362,10002653,认购,2020-07-22
2363,10002654,认沽,2020-07-22
2364,10002655,认购,2020-08-26
2365,10002656,认沽,2020-08-26
2366,10002657,认购,2020-09-23
2367,10002658,认沽,2020-09-23
2368,10002659,认购,2020-12-23
2369,10002660,认沽,2020-12-23
2370,10002669,认购,2020-07-22
2371,10002670,认购,2020-07-22
2372,10002671,认购,2020-07-22
2373,10002672,认沽,2020-07-22
2374,10002673,认沽,2020-07-22
2375,10002674,认沽,2020-07-22
2376,10002675,认购,2020-08-26
2377,10002676,认购,2020-08-26
2378,10002677,认购,2020-08-26
2379,10002678,认沽,2020-08-26
2380,10002679,认沽,2020-08-26
2381,10002680,认沽,2020-08-26
2382,10002681,认购,2020-09-23
2383,10002682,认购,2020-09-23
2384,10002683,认购,2020-09-23
2385,10002684,认沽,2020-09-23
2386,10002685,认沽,2020-09-23
2387,10002686,认沽,2020-09-23
2388,10002687,认购,2020-12-23
2389,10002688,认购,2020-12-23
2390,10002689,认购,2020-12-23
2391,10002690,认沽,2020-12-23
2392,10002691,认沽,2020-12-23
2393,10002692,认沽,2020-12-23
2394,10002725,认购,2021-03-24
2395,10002726,认购,2021-03-24
2396,10002727,认购,2021-03-24
2397,10002728,认购,2021-03-24
2398,10002729,认购,2021-03-24
2399,10002730,认购,2021-03-24
2400,10002731,认购,2021-03-24
2401,10002732,认购,2021-03-24
2402,10002733,认购,2021-03-24
2403,10002734,认沽,2021-03-24
2404,10002735,认沽,2021-03-24
2405,10002736,认沽,2021-03-24
2406,10002737,认沽,2021-03-24
2407,10002738,认沽,2021-03-24
2408,10002739,认沽,2021-03-24
2409,10002740,认沽,2021-03-24
2410,10002741,认沽,2021-03-24
2411,10002742,认沽,2021-03-24
2412,10002761,认购,2021-03-24
2413,10002762,认沽,2021-03-24
2414,10002767,认购,2021-03-24
2415,10002768,认沽,2021-03-24
2416,10002771,认购,2020-10-28
2417,10002772,认购,2020-10-28
2418,10002773,认购,2020-10-28
2419,10002774,认购,2020-10-28
2420,10002775,认购,2020-10-28
2421,10002776,认购,2020-10-28
2422,10002777,认购,2020-10-28
2423,10002778,认购,2020-10-28
2424,10002779,认购,2020-10-28
2425,10002780,认沽,2020-10-28
2426,10002781,认沽,2020-10-28
2427,10002782,认沽,2020-10-28
2428,10002783,认沽,2020-10-28
2429,10002784,认沽,2020-10-28
2430,10002785,认沽,2020-10-28
2431,10002786,认沽,2020-10-28
2432,10002787,认沽,2020-10-28
2433,10002788,认沽,2020-10-28
2434,10002807,认购,2020-10-28
2435,10002808,认沽,2020-10-28
2436,10002815,认购,2020-11-25
2437,10002816,认购,2020-11-25
2438,10002817,认购,2020-11-25
2439,10002818,认购,2020-11-25
2440,10002819,认购,2020-11-25
2441,10002820,认购,2020-11-25
2442,10002821,认购,2020-11-25
2443,10002822,认购,2020-11-25
2444,10002823,认购,2020-11-25
2445,10002824,认沽,2020-11-25
2446,10002825,认沽,2020-11-25
2447,10002826,认沽,2020-11-25
2448,10002827,认沽,2020-11-25
