,日期,收盘价
0,2005/2/23,0.876
1,2005/2/24,0.876
2,2005/2/25,0.88
3,2005/2/28,0.872
4,2005/3/1,0.867
5,2005/3/2,0.859
6,2005/3/3,0.859
7,2005/3/4,0.86
8,2005/3/7,0.862
9,2005/3/8,0.874
10,2005/3/9,0.873
11,2005/3/10,0.853
12,2005/3/11,0.855
13,2005/3/14,0.857
14,2005/3/15,0.843
15,2005/3/16,0.834
16,2005/3/17,0.828
17,2005/3/18,0.824
18,2005/3/21,0.824
19,2005/3/22,0.808
20,2005/3/23,0.804
21,2005/3/24,0.806
22,2005/3/25,0.805
23,2005/3/28,0.802
24,2005/3/29,0.805
25,2005/3/30,0.793
26,2005/3/31,0.794
27,2005/4/1,0.829
28,2005/4/4,0.81
29,2005/4/5,0.805
30,2005/4/6,0.818
31,2005/4/7,0.824
32,2005/4/8,0.836
33,2005/4/11,0.83
34,2005/4/12,0.821
35,2005/4/13,0.84
36,2005/4/14,0.828
37,2005/4/15,0.818
38,2005/4/18,0.808
39,2005/4/19,0.811
40,2005/4/20,0.797
41,2005/4/21,0.797
42,2005/4/22,0.798
43,2005/4/25,0.79
44,2005/4/26,0.793
45,2005/4/27,0.788
46,2005/4/28,0.797
47,2005/4/29,0.788
48,2005/5/9,0.78
49,2005/5/10,0.783
50,2005/5/11,0.777
51,2005/5/12,0.76
52,2005/5/13,0.762
53,2005/5/16,0.75
54,2005/5/17,0.754
55,2005/5/18,0.755
56,2005/5/19,0.755
57,2005/5/20,0.757
58,2005/5/23,0.743
59,2005/5/24,0.741
60,2005/5/25,0.743
61,2005/5/26,0.736
62,2005/5/27,0.73
63,2005/5/30,0.736
64,2005/5/31,0.738
65,2005/6/1,0.726
66,2005/6/2,0.707
67,2005/6/3,0.705
68,2005/6/6,0.72
69,2005/6/7,0.72
70,2005/6/8,0.781
71,2005/6/9,0.789
72,2005/6/10,0.775
73,2005/6/13,0.774
74,2005/6/14,0.768
75,2005/6/15,0.755
76,2005/6/16,0.766
77,2005/6/17,0.772
78,2005/6/20,0.804
79,2005/6/21,0.794
80,2005/6/22,0.798
81,2005/6/23,0.794
82,2005/6/24,0.794
83,2005/6/27,0.808
84,2005/6/28,0.802
85,2005/6/29,0.791
86,2005/6/30,0.769
87,2005/7/1,0.767
88,2005/7/4,0.761
89,2005/7/5,0.754
90,2005/7/6,0.75
91,2005/7/7,0.75
92,2005/7/8,0.743
93,2005/7/11,0.741
94,2005/7/12,0.772
95,2005/7/13,0.765
96,2005/7/14,0.768
97,2005/7/15,0.766
98,2005/7/18,0.764
99,2005/7/19,0.763
100,2005/7/20,0.772
101,2005/7/21,0.775
102,2005/7/22,0.787
103,2005/7/25,0.784
104,2005/7/26,0.796
105,2005/7/27,0.803
106,2005/7/28,0.799
107,2005/7/29,0.797
108,2005/8/1,0.798
109,2005/8/2,0.805
110,2005/8/3,0.807
111,2005/8/4,0.805
112,2005/8/5,0.827
113,2005/8/8,0.828
114,2005/8/9,0.829
115,2005/8/10,0.83
116,2005/8/11,0.84
117,2005/8/12,0.836
118,2005/8/15,0.854
119,2005/8/16,0.839
120,2005/8/17,0.85
121,2005/8/18,0.824
122,2005/8/19,0.83
123,2005/8/22,0.836
124,2005/8/23,0.83
125,2005/8/24,0.84
126,2005/8/25,0.84
127,2005/8/26,0.84
128,2005/8/29,0.83
129,2005/8/30,0.826
130,2005/8/31,0.835
131,2005/9/1,0.844
132,2005/9/2,0.845
133,2005/9/5,0.845
134,2005/9/6,0.834
135,2005/9/7,0.839
136,2005/9/8,0.841
137,2005/9/9,0.841
138,2005/9/12,0.84
139,2005/9/13,0.845
140,2005/9/14,0.85
141,2005/9/15,0.848
142,2005/9/16,0.846
143,2005/9/19,0.845
144,2005/9/20,0.839
145,2005/9/21,0.83
146,2005/9/22,0.813
147,2005/9/23,0.808
148,2005/9/26,0.812
149,2005/9/27,0.8
150,2005/9/28,0.802
151,2005/9/29,0.809
152,2005/9/30,0.808
153,2005/10/10,0.799
154,2005/10/11,0.807
155,2005/10/12,0.806
156,2005/10/13,0.799
157,2005/10/14,0.784
158,2005/10/17,0.781
159,2005/10/18,0.782
160,2005/10/19,0.781
161,2005/10/20,0.79
162,2005/10/21,0.789
163,2005/10/24,0.787
164,2005/10/25,0.78
165,2005/10/26,0.763
166,2005/10/27,0.765
167,2005/10/28,0.76
168,2005/10/31,0.77
169,2005/11/1,0.767
170,2005/11/2,0.773
171,2005/11/3,0.766
172,2005/11/4,0.77
173,2005/11/7,0.766
174,2005/11/8,0.772
175,2005/11/9,0.766
176,2005/11/10,0.755
177,2005/11/11,0.756
178,2005/11/14,0.752
179,2005/11/15,0.752
180,2005/11/16,0.755
181,2005/11/17,0.757
182,2005/11/18,0.774
183,2005/11/21,0.775
184,2005/11/22,0.761
185,2005/11/23,0.766
186,2005/11/24,0.776
187,2005/11/25,0.783
188,2005/11/28,0.778
189,2005/11/29,0.77
190,2005/11/30,0.774
191,2005/12/1,0.773
192,2005/12/2,0.772
193,2005/12/5,0.766
194,2005/12/6,0.775
195,2005/12/7,0.781
196,2005/12/8,0.779
197,2005/12/9,0.792
198,2005/12/12,0.79
199,2005/12/13,0.788
200,2005/12/14,0.794
201,2005/12/15,0.794
202,2005/12/16,0.798
203,2005/12/19,0.798
204,2005/12/20,0.801
205,2005/12/21,0.802
206,2005/12/22,0.805
207,2005/12/23,0.81
208,2005/12/26,0.813
209,2005/12/27,0.809
210,2005/12/28,0.809
211,2005/12/29,0.817
212,2005/12/30,0.812
213,2006/1/4,0.829
214,2006/1/5,0.848
215,2006/1/6,0.854
216,2006/1/9,0.858
217,2006/1/10,0.855
218,2006/1/11,0.848
219,2006/1/12,0.854
220,2006/1/13,0.846
221,2006/1/16,0.833
222,2006/1/17,0.839
223,2006/1/18,0.856
224,2006/1/19,0.858
225,2006/1/20,0.856
226,2006/1/23,0.86
227,2006/1/24,0.854
228,2006/1/25,0.863
229,2006/2/6,0.878
230,2006/2/7,0.873
231,2006/2/8,0.877
232,2006/2/9,0.865
233,2006/2/10,0.879
234,2006/2/13,0.876
235,2006/2/14,0.877
236,2006/2/15,0.885
237,2006/2/16,0.875
238,2006/2/17,0.875
239,2006/2/20,0.872
240,2006/2/21,0.887
241,2006/2/22,0.882
242,2006/2/23,0.89
243,2006/2/24,0.898
244,2006/2/27,0.901
245,2006/2/28,0.911
246,2006/3/1,0.919
247,2006/3/2,0.901
248,2006/3/3,0.902
249,2006/3/6,0.897
250,2006/3/7,0.881
251,2006/3/8,0.877
252,2006/3/9,0.872
253,2006/3/10,0.874
254,2006/3/13,0.882
255,2006/3/14,0.878
256,2006/3/15,0.885
257,2006/3/16,0.882
258,2006/3/17,0.881
259,2006/3/20,0.891
260,2006/3/21,0.892
261,2006/3/22,0.897
262,2006/3/23,0.894
263,2006/3/24,0.895
264,2006/3/27,0.897
265,2006/3/28,0.904
266,2006/3/29,0.912
267,2006/3/30,0.906
268,2006/3/31,0.91
269,2006/4/3,0.92
270,2006/4/4,0.925
271,2006/4/5,0.932
272,2006/4/6,0.93
273,2006/4/7,0.919
274,2006/4/10,0.932
275,2006/4/11,0.936
276,2006/4/12,0.933
277,2006/4/13,0.92
278,2006/4/14,0.938
279,2006/4/17,0.947
280,2006/4/18,0.95
281,2006/4/19,0.952
282,2006/4/20,0.939
283,2006/4/21,0.962
284,2006/4/24,0.961
285,2006/4/25,0.942
286,2006/4/26,0.963
287,2006/4/27,0.964
288,2006/4/28,0.992
289,2006/5/8,1.026
290,2006/5/9,1.046
291,2006/5/10,1.052
292,2006/5/11,1.043
293,2006/5/12,1.08
294,2006/5/15,1.139
295,2006/5/16,1.104
296,2006/5/17,1.107
297,2006/5/18,1.105
298,2006/5/19,1.101
299,2006/5/22,1.1
300,2006/5/23,1.064
301,2006/5/24,1.066
302,2006/5/25,1.065
303,2006/5/26,1.09
304,2006/5/29,1.108
305,2006/5/30,1.114
306,2006/5/31,1.11
307,2006/6/1,1.138
308,2006/6/2,1.137
309,2006/6/5,1.124
310,2006/6/6,1.122
311,2006/6/7,1.073
312,2006/6/8,1.079
313,2006/6/9,1.061
314,2006/6/12,1.061
315,2006/6/13,1.058
316,2006/6/14,1.052
317,2006/6/15,1.053
318,2006/6/16,1.076
319,2006/6/19,1.083
320,2006/6/20,1.088
321,2006/6/21,1.087
322,2006/6/22,1.084
323,2006/6/23,1.092
324,2006/6/26,1.117
325,2006/6/27,1.117
326,2006/6/28,1.117
327,2006/6/29,1.138
328,2006/6/30,1.136
329,2006/7/3,1.161
330,2006/7/4,1.15
331,2006/7/5,1.123
332,2006/7/6,1.14
333,2006/7/7,1.128
334,2006/7/10,1.127
335,2006/7/11,1.13
336,2006/7/12,1.132
337,2006/7/13,1.085
338,2006/7/14,1.091
339,2006/7/17,1.097
340,2006/7/18,1.094
341,2006/7/19,1.07
342,2006/7/20,1.076
343,2006/7/21,1.088
344,2006/7/24,1.088
345,2006/7/25,1.1
346,2006/7/26,1.1
347,2006/7/27,1.092
348,2006/7/28,1.08
349,2006/7/31,1.052
350,2006/8/1,1.043
351,2006/8/2,1.035
352,2006/8/3,1.039
353,2006/8/4,1.024
354,2006/8/7,1.008
355,2006/8/8,1.024
356,2006/8/9,1.028
357,2006/8/10,1.042
358,2006/8/11,1.04
359,2006/8/14,1.026
360,2006/8/15,1.038
361,2006/8/16,1.048
362,2006/8/17,1.039
363,2006/8/18,1.042
364,2006/8/21,1.043
365,2006/8/22,1.052
366,2006/8/23,1.055
367,2006/8/24,1.06
368,2006/8/25,1.064
369,2006/8/28,1.085
370,2006/8/29,1.081
371,2006/8/30,1.078
372,2006/8/31,1.077
373,2006/9/1,1.064
374,2006/9/4,1.076
375,2006/9/5,1.081
376,2006/9/6,1.09
377,2006/9/7,1.078
378,2006/9/8,1.081
379,2006/9/11,1.087
380,2006/9/12,1.101
381,2006/9/13,1.104
382,2006/9/14,1.102
383,2006/9/15,1.13
384,2006/9/18,1.148
385,2006/9/19,1.133
386,2006/9/20,1.129
387,2006/9/21,1.144
388,2006/9/22,1.132
389,2006/9/25,1.127
390,2006/9/26,1.114
391,2006/9/27,1.125
392,2006/9/28,1.142
393,2006/9/29,1.156
394,2006/10/9,1.186
395,2006/10/10,1.191
396,2006/10/11,1.19
397,2006/10/12,1.187
398,2006/10/13,1.186
399,2006/10/16,1.169
400,2006/10/17,1.161
401,2006/10/18,1.185
402,2006/10/19,1.189
403,2006/10/20,1.192
404,2006/10/23,1.173
405,2006/10/24,1.194
406,2006/10/25,1.201
407,2006/10/26,1.217
408,2006/10/27,1.201
409,2006/10/30,1.213
410,2006/10/31,1.233
411,2006/11/1,1.251
412,2006/11/2,1.246
413,2006/11/3,1.267
414,2006/11/6,1.285
415,2006/11/7,1.303
416,2006/11/8,1.283
417,2006/11/9,1.312
418,2006/11/10,1.308
419,2006/11/13,1.286
420,2006/11/14,1.3
421,2006/11/15,1.333
422,2006/11/16,1.302
423,2006/11/17,1.327
424,2006/11/20,1.364
425,2006/11/21,1.37
426,2006/11/22,1.38
427,2006/11/23,1.389
428,2006/11/24,1.383
429,2006/11/27,1.375
430,2006/11/28,1.36
431,2006/11/29,1.38
432,2006/11/30,1.416
433,2006/12/1,1.421
434,2006/12/4,1.481
435,2006/12/5,1.487
436,2006/12/6,1.483
437,2006/12/7,1.498
438,2006/12/8,1.438
439,2006/12/11,1.52
440,2006/12/12,1.527
441,2006/12/13,1.52
442,2006/12/14,1.547
443,2006/12/15,1.574
444,2006/12/18,1.608
445,2006/12/19,1.615
446,2006/12/20,1.641
447,2006/12/21,1.617
448,2006/12/22,1.588
449,2006/12/25,1.627
450,2006/12/26,1.636
451,2006/12/27,1.69
452,2006/12/28,1.699
453,2006/12/29,1.788
454,2007/1/4,1.801
455,2007/1/5,1.776
456,2007/1/8,1.829
457,2007/1/9,1.904
458,2007/1/10,1.924
459,2007/1/11,1.898
460,2007/1/12,1.837
461,2007/1/15,1.917
462,2007/1/16,1.944
463,2007/1/17,1.91
464,2007/1/18,1.906
465,2007/1/19,1.968
466,2007/1/22,2.053
467,2007/1/23,2.085
468,2007/1/24,2.11
469,2007/1/25,2.07
470,2007/1/26,2.151
471,2007/1/29,2.2
472,2007/1/30,2.177
473,2007/1/31,2.035
474,2007/2/1,2.025
475,2007/2/2,1.932
476,2007/2/5,1.884
477,2007/2/6,1.946
478,2007/2/7,1.987
479,2007/2/8,2.005
480,2007/2/9,1.98
481,2007/2/12,2.068
482,2007/2/13,2.085
483,2007/2/14,2.155
484,2007/2/15,2.218
485,2007/2/16,2.212
486,2007/2/26,2.215
487,2007/2/27,2.021
488,2007/2/28,2.074
489,2007/3/1,2.016
490,2007/3/2,2.043
491,2007/3/5,1.996
492,2007/3/6,2.051
493,2007/3/7,2.103
494,2007/3/8,2.113
495,2007/3/9,2.111
496,2007/3/12,2.101
497,2007/3/13,2.11
498,2007/3/14,2.067
499,2007/3/15,2.107
500,2007/3/16,2.074
501,2007/3/19,2.152
502,2007/3/20,2.147
503,2007/3/21,2.173
504,2007/3/22,2.18
505,2007/3/23,2.176
506,2007/3/26,2.207
507,2007/3/27,2.21
508,2007/3/28,2.251
509,2007/3/29,2.274
510,2007/3/30,2.259
511,2007/4/2,2.31
512,2007/4/3,2.332
513,2007/4/4,2.342
514,2007/4/5,2.348
515,2007/4/6,2.353
516,2007/4/9,2.405
517,2007/4/10,2.427
518,2007/4/11,2.461
519,2007/4/12,2.498
520,2007/4/13,2.471
521,2007/4/16,2.542
522,2007/4/17,2.531
523,2007/4/18,2.515
524,2007/4/19,2.412
525,2007/4/20,2.503
526,2007/4/23,2.612
527,2007/4/24,2.609
528,2007/4/25,2.638
529,2007/4/26,2.656
530,2007/4/27,2.635
531,2007/4/30,2.675
532,2007/5/8,2.763
533,2007/5/9,2.785
534,2007/5/10,2.81
535,2007/5/11,2.788
536,2007/5/14,2.821
537,2007/5/15,2.72
538,2007/5/16,2.768
539,2007/5/17,2.808
540,2007/5/18,2.788
541,2007/5/21,2.793
542,2007/5/22,2.82
543,2007/5/23,2.857
544,2007/5/24,2.83
545,2007/5/25,2.869
546,2007/5/28,2.926
547,2007/5/29,2.98
548,2007/5/30,2.737
549,2007/5/31,2.879
550,2007/6/1,2.859
551,2007/6/4,2.697
552,2007/6/5,2.716
553,2007/6/6,2.707
554,2007/6/7,2.789
555,2007/6/8,2.801
556,2007/6/11,2.85
557,2007/6/12,2.915
558,2007/6/13,2.999
559,2007/6/14,2.962
560,2007/6/15,2.984
561,2007/6/18,3.08
562,2007/6/19,3.066
563,2007/6/20,3.023
564,2007/6/21,3.048
565,2007/6/22,2.986
566,2007/6/25,2.917
567,2007/6/26,2.94
568,2007/6/27,3.038
569,2007/6/28,2.961
570,2007/6/29,2.891
571,2007/7/2,2.925
572,2007/7/3,2.94
573,2007/7/4,2.873
574,2007/7/5,2.769
575,2007/7/6,2.837
576,2007/7/9,2.93
577,2007/7/10,2.914
578,2007/7/11,2.916
579,2007/7/12,2.954
580,2007/7/13,2.958
581,2007/7/16,2.86
582,2007/7/17,2.943
583,2007/7/18,2.958
584,2007/7/19,2.947
585,2007/7/20,3.089
586,2007/7/23,3.202
587,2007/7/24,3.203
588,2007/7/25,3.287
589,2007/7/26,3.277
590,2007/7/27,3.244
591,2007/7/30,3.336
592,2007/7/31,3.362
593,2007/8/1,3.256
594,2007/8/2,3.341
595,2007/8/3,3.5
596,2007/8/6,3.55
597,2007/8/7,3.56
598,2007/8/8,3.537
599,2007/8/9,3.656
600,2007/8/10,3.649
601,2007/8/13,3.669
602,2007/8/14,3.706
603,2007/8/15,3.719
604,2007/8/16,3.641
605,2007/8/17,3.554
606,2007/8/20,3.79
607,2007/8/21,3.819
608,2007/8/22,3.87
609,2007/8/23,3.917
610,2007/8/24,4.026
611,2007/8/27,4.041
612,2007/8/28,4.04
613,2007/8/29,3.99
614,2007/8/30,4.02
615,2007/8/31,4.06
616,2007/9/3,4.155
617,2007/9/4,4.086
618,2007/9/5,4.083
619,2007/9/6,4.126
620,2007/9/7,4.06
621,2007/9/10,4.11
622,2007/9/11,3.954
623,2007/9/12,3.966
624,2007/9/13,4.056
625,2007/9/14,4.069
626,2007/9/17,4.175
627,2007/9/18,4.14
628,2007/9/19,4.09
629,2007/9/20,4.138
630,2007/9/21,4.095
631,2007/9/24,4.139
632,2007/9/25,4.109
633,2007/9/26,4.049
634,2007/9/27,4.103
635,2007/9/28,4.243
636,2007/10/8,4.295
637,2007/10/9,4.314
638,2007/10/10,4.352
639,2007/10/11,4.475
640,2007/10/12,4.457
641,2007/10/15,4.587
642,2007/10/16,4.599
643,2007/10/17,4.546
644,2007/10/18,4.38
645,2007/10/19,4.348
646,2007/10/22,4.255
647,2007/10/23,4.36
648,2007/10/24,4.404
649,2007/10/25,4.24
650,2007/10/26,4.308
651,2007/10/29,4.392
652,2007/10/30,4.442
653,2007/10/31,4.445
654,2007/11/1,4.407
655,2007/11/2,4.311
656,2007/11/5,4.228
657,2007/11/6,4.204
658,2007/11/7,4.226
659,2007/11/8,4.034
660,2007/11/9,3.999
661,2007/11/12,3.952
662,2007/11/13,3.924
663,2007/11/14,4.108
664,2007/11/15,4.029
665,2007/11/16,3.971
666,2007/11/19,3.954
667,2007/11/20,3.996
668,2007/11/21,3.96
669,2007/11/22,3.804
670,2007/11/23,3.862
671,2007/11/26,3.784
672,2007/11/27,3.774
673,2007/11/28,3.722
674,2007/11/29,3.913
675,2007/11/30,3.82
676,2007/12/3,3.856
677,2007/12/4,3.89
678,2007/12/5,4.0
679,2007/12/6,3.985
680,2007/12/7,4.06
681,2007/12/10,4.114
682,2007/12/11,4.084
683,2007/12/12,4.003
684,2007/12/13,3.865
685,2007/12/14,3.942
686,2007/12/17,3.839
687,2007/12/18,3.81
688,2007/12/19,3.901
689,2007/12/20,3.975
690,2007/12/21,4.027
691,2007/12/24,4.086
692,2007/12/25,4.082
693,2007/12/26,4.105
694,2007/12/27,4.184
695,2007/12/28,4.151
696,2008/1/2,4.141
697,2008/1/3,4.156
698,2008/1/4,4.203
699,2008/1/7,4.253
700,2008/1/8,4.266
701,2008/1/9,4.328
702,2008/1/10,4.343
703,2008/1/11,4.402
704,2008/1/14,4.437
705,2008/1/15,4.37
706,2008/1/16,4.235
707,2008/1/17,4.151
708,2008/1/18,4.165
709,2008/1/21,3.969
710,2008/1/22,3.698
711,2008/1/23,3.845
712,2008/1/24,3.825
713,2008/1/25,3.881
714,2008/1/28,3.621
715,2008/1/29,3.635
716,2008/1/30,3.552
717,2008/1/31,3.512
718,2008/2/1,3.501
719,2008/2/4,3.851
720,2008/2/5,3.777
721,2008/2/13,3.683
722,2008/2/14,3.721
723,2008/2/15,3.653
724,2008/2/18,3.715
725,2008/2/19,3.798
726,2008/2/20,3.694
727,2008/2/21,3.645
728,2008/2/22,3.5
729,2008/2/25,3.384
730,2008/2/26,3.409
731,2008/2/27,3.493
732,2008/2/28,3.469
733,2008/2/29,3.501
734,2008/3/3,3.58
735,2008/3/4,3.459
736,2008/3/5,3.423
737,2008/3/6,3.458
738,2008/3/7,3.421
739,2008/3/10,3.294
740,2008/3/11,3.294
741,2008/3/12,3.207
742,2008/3/13,3.136
743,2008/3/14,3.115
744,2008/3/17,3.027
745,2008/3/18,2.912
746,2008/3/19,2.994
747,2008/3/20,3.052
748,2008/3/21,3.057
749,2008/3/24,2.914
750,2008/3/25,2.924
751,2008/3/26,2.94
752,2008/3/27,2.82
753,2008/3/28,2.958
754,2008/3/31,2.866
755,2008/4/1,2.763
756,2008/4/2,2.788
757,2008/4/3,2.872
758,2008/4/7,2.989
759,2008/4/8,2.982
760,2008/4/9,2.844
761,2008/4/10,2.873
762,2008/4/11,2.882
763,2008/4/14,2.718
764,2008/4/15,2.74
765,2008/4/16,2.68
766,2008/4/17,2.606
767,2008/4/18,2.539
768,2008/4/21,2.575
769,2008/4/22,2.61
770,2008/4/23,2.718
771,2008/4/24,2.99
772,2008/4/25,2.985
773,2008/4/28,2.912
774,2008/4/29,2.943
775,2008/4/30,3.111
776,2008/5/5,3.135
777,2008/5/6,3.087
778,2008/5/7,2.963
779,2008/5/8,3.02
780,2008/5/9,2.961
781,2008/5/12,2.973
782,2008/5/13,2.925
783,2008/5/14,3.014
784,2008/5/15,2.997
785,2008/5/16,2.99
786,2008/5/19,2.964
787,2008/5/20,2.836
788,2008/5/21,2.887
789,2008/5/22,2.841
790,2008/5/23,2.845
791,2008/5/26,2.759
792,2008/5/27,2.764
793,2008/5/28,2.839
794,2008/5/29,2.774
795,2008/5/30,2.807
796,2008/6/2,2.822
797,2008/6/3,2.811
798,2008/6/4,2.754
799,2008/6/5,2.725
800,2008/6/6,2.712
801,2008/6/10,2.482
802,2008/6/11,2.461
803,2008/6/12,2.406
804,2008/6/13,2.367
805,2008/6/16,2.369
806,2008/6/17,2.317
807,2008/6/18,2.408
808,2008/6/19,2.25
809,2008/6/20,2.33
810,2008/6/23,2.269
811,2008/6/24,2.306
812,2008/6/25,2.381
813,2008/6/26,2.378
814,2008/6/27,2.256
815,2008/6/30,2.232
816,2008/7/1,2.143
817,2008/7/2,2.133
818,2008/7/3,2.16
819,2008/7/4,2.14
820,2008/7/7,2.263
821,2008/7/8,2.262
822,2008/7/9,2.368
823,2008/7/10,2.336
824,2008/7/11,2.32
825,2008/7/14,2.331
826,2008/7/15,2.226
827,2008/7/16,2.157
828,2008/7/17,2.142
829,2008/7/18,2.238
830,2008/7/21,2.302
831,2008/7/22,2.289
832,2008/7/23,2.279
833,2008/7/24,2.362
834,2008/7/25,2.337
835,2008/7/28,2.35
836,2008/7/29,2.3
837,2008/7/30,2.295
838,2008/7/31,2.237
839,2008/8/1,2.273
840,2008/8/4,2.224
841,2008/8/5,2.19
842,2008/8/6,2.217
843,2008/8/7,2.22
844,2008/8/8,2.112
845,2008/8/11,2.041
846,2008/8/12,2.031
847,2008/8/13,2.019
848,2008/8/14,2.012
849,2008/8/15,2.027
850,2008/8/18,1.935
851,2008/8/19,1.954
852,2008/8/20,2.119
853,2008/8/21,2.049
854,2008/8/22,2.009
855,2008/8/25,2.021
856,2008/8/26,1.982
857,2008/8/27,1.988
858,2008/8/28,2.003
859,2008/8/29,2.038
860,2008/9/1,1.975
861,2008/9/2,1.948
862,2008/9/3,1.908
863,2008/9/4,1.91
864,2008/9/5,1.86
865,2008/9/8,1.832
866,2008/9/9,1.842
867,2008/9/10,1.839
868,2008/9/11,1.771
869,2008/9/12,1.774
870,2008/9/16,1.649
871,2008/9/17,1.601
872,2008/9/18,1.569
873,2008/9/19,1.726
874,2008/9/22,1.899
875,2008/9/23,1.777
876,2008/9/24,1.798
877,2008/9/25,1.872
878,2008/9/26,1.866
879,2008/10/6,1.762
880,2008/10/7,1.731
881,2008/10/8,1.65
882,2008/10/9,1.634
883,2008/10/10,1.572
884,2008/10/13,1.663
885,2008/10/14,1.612
886,2008/10/15,1.582
887,2008/10/16,1.503
888,2008/10/17,1.513
889,2008/10/20,1.568
890,2008/10/21,1.543
891,2008/10/22,1.502
892,2008/10/23,1.494
893,2008/10/24,1.446
894,2008/10/27,1.323
895,2008/10/28,1.389
896,2008/10/29,1.347
897,2008/10/30,1.391
898,2008/10/31,1.359
899,2008/11/3,1.36
900,2008/11/4,1.355
901,2008/11/5,1.415
902,2008/11/6,1.372
903,2008/11/7,1.399
904,2008/11/10,1.529
905,2008/11/11,1.491
906,2008/11/12,1.505
907,2008/11/13,1.554
908,2008/11/14,1.589
909,2008/11/17,1.602
910,2008/11/18,1.495
911,2008/11/19,1.535
912,2008/11/20,1.49
913,2008/11/21,1.485
914,2008/11/24,1.424
915,2008/11/25,1.42
916,2008/11/26,1.422
917,2008/11/27,1.448
918,2008/11/28,1.397
919,2008/12/1,1.412
920,2008/12/2,1.407
921,2008/12/3,1.476
922,2008/12/4,1.503
923,2008/12/5,1.52
924,2008/12/8,1.583
925,2008/12/9,1.538
926,2008/12/10,1.585
927,2008/12/11,1.543
928,2008/12/12,1.478
929,2008/12/15,1.486
930,2008/12/16,1.495
931,2008/12/17,1.494
932,2008/12/18,1.53
933,2008/12/19,1.528
934,2008/12/22,1.499
935,2008/12/23,1.434
936,2008/12/24,1.411
937,2008/12/25,1.399
938,2008/12/26,1.398
939,2008/12/29,1.391
940,2008/12/30,1.373
941,2008/12/31,1.365
942,2009/1/5,1.417
943,2009/1/6,1.457
944,2009/1/7,1.448
945,2009/1/8,1.407
946,2009/1/9,1.428
947,2009/1/12,1.42
948,2009/1/13,1.397
949,2009/1/14,1.46
950,2009/1/15,1.447
951,2009/1/16,1.489
952,2009/1/19,1.508
953,2009/1/20,1.518
954,2009/1/21,1.511
955,2009/1/22,1.526
956,2009/1/23,1.518
957,2009/2/2,1.52
958,2009/2/3,1.559
959,2009/2/4,1.606
960,2009/2/5,1.6
961,2009/2/6,1.668
962,2009/2/9,1.692
963,2009/2/10,1.697
964,2009/2/11,1.7
965,2009/2/12,1.675
966,2009/2/13,1.737
967,2009/2/16,1.792
968,2009/2/17,1.748
969,2009/2/18,1.668
970,2009/2/19,1.66
971,2009/2/20,1.679
972,2009/2/23,1.718
973,2009/2/24,1.629
974,2009/2/25,1.645
975,2009/2/26,1.593
976,2009/2/27,1.574
977,2009/3/2,1.576
978,2009/3/3,1.553
979,2009/3/4,1.671
980,2009/3/5,1.689
981,2009/3/6,1.676
982,2009/3/9,1.619
983,2009/3/10,1.641
984,2009/3/11,1.626
985,2009/3/12,1.624
986,2009/3/13,1.621
987,2009/3/16,1.658
988,2009/3/17,1.709
989,2009/3/18,1.704
990,2009/3/19,1.732
991,2009/3/20,1.726
992,2009/3/23,1.766
993,2009/3/24,1.774
994,2009/3/25,1.745
995,2009/3/26,1.818
996,2009/3/27,1.823
997,2009/3/30,1.815
998,2009/3/31,1.831
999,2009/4/1,1.85
1000,2009/4/2,1.876
1001,2009/4/3,1.889
1002,2009/4/7,1.894
1003,2009/4/8,1.816
1004,2009/4/9,1.844
1005,2009/4/10,1.891
1006,2009/4/13,1.938
1007,2009/4/14,1.942
1008,2009/4/15,1.935
1009,2009/4/16,1.933
1010,2009/4/17,1.909
1011,2009/4/20,1.947
1012,2009/4/21,1.916
1013,2009/4/22,1.867
1014,2009/4/23,1.863
1015,2009/4/24,1.848
1016,2009/4/27,1.816
1017,2009/4/28,1.815
1018,2009/4/29,1.887
1019,2009/4/30,1.887
1020,2009/5/4,1.949
1021,2009/5/5,1.953
1022,2009/5/6,1.974
1023,2009/5/7,1.981
1024,2009/5/8,2.019
1025,2009/5/11,1.99
1026,2009/5/12,2.024
1027,2009/5/13,2.043
1028,2009/5/14,2.01
1029,2009/5/15,2.014
1030,2009/5/18,2.025
1031,2009/5/19,2.048
1032,2009/5/20,2.02
1033,2009/5/21,1.969
1034,2009/5/22,1.968
1035,2009/5/25,1.975
1036,2009/5/26,1.943
1037,2009/5/27,1.99
1038,2009/6/1,2.077
1039,2009/6/2,2.073
1040,2009/6/3,2.155
1041,2009/6/4,2.169
1042,2009/6/5,2.161
1043,2009/6/8,2.181
1044,2009/6/9,2.197
1045,2009/6/10,2.214
1046,2009/6/11,2.203
1047,2009/6/12,2.162
1048,2009/6/15,2.219
1049,2009/6/16,2.204
1050,2009/6/17,2.233
1051,2009/6/18,2.281
1052,2009/6/19,2.312
1053,2009/6/22,2.316
1054,2009/6/23,2.326
1055,2009/6/24,2.332
1056,2009/6/25,2.33
1057,2009/6/26,2.336
1058,2009/6/29,2.392
1059,2009/6/30,2.379
1060,2009/7/1,2.442
1061,2009/7/2,2.482
1062,2009/7/3,2.511
1063,2009/7/6,2.55
1064,2009/7/7,2.513
1065,2009/7/8,2.497
1066,2009/7/9,2.531
1067,2009/7/10,2.515
1068,2009/7/13,2.468
1069,2009/7/14,2.551
