期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,挂牌原因,结算方式,交易状态
10002788,510050P2010M03700,50ETF沽2020年10月3700,510050.SH,ETF期权,认沽,欧式,3.7,10000,2020-10,2020-08-27,2020-10-28,2020-10-28,2020-10-29,0.4198,到期加挂,实物资产,退市
10002807,510050C2010M03800,50ETF购2020年10月3800,510050.SH,ETF期权,认购,欧式,3.8,10000,2020-10,2020-08-31,2020-10-28,2020-10-28,2020-10-29,0.0313,波动加挂,实物资产,退市
10002808,510050P2010M03800,50ETF沽2020年10月3800,510050.SH,ETF期权,认沽,欧式,3.8,10000,2020-10,2020-08-31,2020-10-28,2020-10-28,2020-10-29,0.4028,波动加挂,实物资产,退市
10002815,510050C2011M02950,50ETF购2020年11月2950,510050.SH,ETF期权,认购,欧式,2.95,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.375,到期加挂,实物资产,退市
10002816,510050C2011M03000,50ETF购2020年11月3000,510050.SH,ETF期权,认购,欧式,3.0,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.3332,到期加挂,实物资产,退市
10002817,510050C2011M03100,50ETF购2020年11月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.2456,到期加挂,实物资产,退市
10002818,510050C2011M03200,50ETF购2020年11月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.1807,到期加挂,实物资产,退市
10002819,510050C2011M03300,50ETF购2020年11月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.1245,到期加挂,实物资产,退市
10002820,510050C2011M03400,50ETF购2020年11月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.0838,到期加挂,实物资产,退市
10002821,510050C2011M03500,50ETF购2020年11月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.0564,到期加挂,实物资产,退市
10002822,510050C2011M03600,50ETF购2020年11月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.0389,到期加挂,实物资产,退市
10002823,510050C2011M03700,50ETF购2020年11月3700,510050.SH,ETF期权,认购,欧式,3.7,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.0268,到期加挂,实物资产,退市
10002824,510050P2011M02950,50ETF沽2020年11月2950,510050.SH,ETF期权,认沽,欧式,2.95,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.0219,到期加挂,实物资产,退市
10002825,510050P2011M03000,50ETF沽2020年11月3000,510050.SH,ETF期权,认沽,欧式,3.0,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.028,到期加挂,实物资产,退市
10002826,510050P2011M03100,50ETF沽2020年11月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.0471,到期加挂,实物资产,退市
10002827,510050P2011M03200,50ETF沽2020年11月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.0774,到期加挂,实物资产,退市
10002828,510050P2011M03300,50ETF沽2020年11月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.1219,到期加挂,实物资产,退市
10002829,510050P2011M03400,50ETF沽2020年11月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.1823,到期加挂,实物资产,退市
10002830,510050P2011M03500,50ETF沽2020年11月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.2535,到期加挂,实物资产,退市
10002831,510050P2011M03600,50ETF沽2020年11月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.3364,到期加挂,实物资产,退市
10002832,510050P2011M03700,50ETF沽2020年11月3700,510050.SH,ETF期权,认沽,欧式,3.7,10000,2020-11,2020-09-24,2020-11-25,2020-11-25,2020-11-26,0.4245,到期加挂,实物资产,退市
10002853,510050C2011M03800,50ETF购2020年11月3800,510050.SH,ETF期权,认购,欧式,3.8,10000,2020-11,2020-10-13,2020-11-25,2020-11-25,2020-11-26,0.0216,波动加挂,实物资产,退市
10002854,510050P2011M03800,50ETF沽2020年11月3800,510050.SH,ETF期权,认沽,欧式,3.8,10000,2020-11,2020-10-13,2020-11-25,2020-11-25,2020-11-26,0.3862,波动加挂,实物资产,退市
10002859,510050C2106A03000,50ETF购2021年6月2957A,510050.SH,ETF期权,认购,欧式,2.957,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.4281,到期加挂,实物资产,退市
10002860,510050C2106A03100,50ETF购2021年6月3056A,510050.SH,ETF期权,认购,欧式,3.056,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.3713,到期加挂,实物资产,退市
10002861,510050C2106A03200,50ETF购2021年6月3154A,510050.SH,ETF期权,认购,欧式,3.154,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.3143,到期加挂,实物资产,退市
10002862,510050C2106A03300,50ETF购2021年6月3253A,510050.SH,ETF期权,认购,欧式,3.253,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.2652,到期加挂,实物资产,退市
10002863,510050C2106A03400,50ETF购2021年6月3351A,510050.SH,ETF期权,认购,欧式,3.351,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.2238,到期加挂,实物资产,退市
10002864,510050C2106A03500,50ETF购2021年6月3450A,510050.SH,ETF期权,认购,欧式,3.45,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.183,到期加挂,实物资产,退市
10002865,510050C2106A03600,50ETF购2021年6月3549A,510050.SH,ETF期权,认购,欧式,3.549,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.153,到期加挂,实物资产,退市
10002866,510050C2106A03700,50ETF购2021年6月3647A,510050.SH,ETF期权,认购,欧式,3.647,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.1255,到期加挂,实物资产,退市
10002867,510050C2106A03800,50ETF购2021年6月3746A,510050.SH,ETF期权,认购,欧式,3.746,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.1041,到期加挂,实物资产,退市
10002868,510050P2106A03000,50ETF沽2021年6月2957A,510050.SH,ETF期权,认沽,欧式,2.957,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.0908,到期加挂,实物资产,退市
10002869,510050P2106A03100,50ETF沽2021年6月3056A,510050.SH,ETF期权,认沽,欧式,3.056,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.1224,到期加挂,实物资产,退市
10002870,510050P2106A03200,50ETF沽2021年6月3154A,510050.SH,ETF期权,认沽,欧式,3.154,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.1635,到期加挂,实物资产,退市
10002871,510050P2106A03300,50ETF沽2021年6月3253A,510050.SH,ETF期权,认沽,欧式,3.253,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.2089,到期加挂,实物资产,退市
10002872,510050P2106A03400,50ETF沽2021年6月3351A,510050.SH,ETF期权,认沽,欧式,3.351,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.2634,到期加挂,实物资产,退市
10002873,510050P2106A03500,50ETF沽2021年6月3450A,510050.SH,ETF期权,认沽,欧式,3.45,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.3257,到期加挂,实物资产,退市
10002874,510050P2106A03600,50ETF沽2021年6月3549A,510050.SH,ETF期权,认沽,欧式,3.549,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.3951,到期加挂,实物资产,退市
10002875,510050P2106A03700,50ETF沽2021年6月3647A,510050.SH,ETF期权,认沽,欧式,3.647,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.4694,到期加挂,实物资产,退市
10002876,510050P2106A03800,50ETF沽2021年6月3746A,510050.SH,ETF期权,认沽,欧式,3.746,10145,2021-06,2020-10-29,2021-06-23,2021-06-23,2021-06-24,0.5453,到期加挂,实物资产,退市
10002895,510050C2106A02950,50ETF购2021年6月2908A,510050.SH,ETF期权,认购,欧式,2.908,10145,2021-06,2020-11-02,2021-06-23,2021-06-23,2021-06-24,0.4606,波动加挂,实物资产,退市
10002896,510050P2106A02950,50ETF沽2021年6月2908A,510050.SH,ETF期权,认沽,欧式,2.908,10145,2021-06,2020-11-02,2021-06-23,2021-06-23,2021-06-24,0.0973,波动加挂,实物资产,退市
10002907,510050C2011M03900,50ETF购2020年11月3900,510050.SH,ETF期权,认购,欧式,3.9,10000,2020-11,2020-11-10,2020-11-25,2020-11-25,2020-11-26,0.0016,波动加挂,实物资产,退市
10002908,510050P2011M03900,50ETF沽2020年11月3900,510050.SH,ETF期权,认沽,欧式,3.9,10000,2020-11,2020-11-10,2020-11-25,2020-11-25,2020-11-26,0.432,波动加挂,实物资产,退市
10002909,510050C2103A03900,50ETF购2021年3月3844A,510050.SH,ETF期权,认购,欧式,3.844,10145,2021-03,2020-11-10,2021-03-24,2021-03-24,2021-03-25,0.0529,波动加挂,实物资产,退市
10002910,510050P2103A03900,50ETF沽2021年3月3844A,510050.SH,ETF期权,认沽,欧式,3.844,10145,2021-03,2020-11-10,2021-03-24,2021-03-24,2021-03-25,0.4986,波动加挂,实物资产,退市
10002911,510050C2106A03900,50ETF购2021年6月3844A,510050.SH,ETF期权,认购,欧式,3.844,10145,2021-06,2020-11-10,2021-06-23,2021-06-23,2021-06-24,0.0929,波动加挂,实物资产,退市
10002912,510050P2106A03900,50ETF沽2021年6月3844A,510050.SH,ETF期权,认沽,欧式,3.844,10145,2021-06,2020-11-10,2021-06-23,2021-06-23,2021-06-24,0.5446,波动加挂,实物资产,退市
10002913,510050C2101A03100,50ETF购2021年1月3056A,510050.SH,ETF期权,认购,欧式,3.056,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.3912,到期加挂,实物资产,退市
10002914,510050C2101A03200,50ETF购2021年1月3154A,510050.SH,ETF期权,认购,欧式,3.154,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.3031,到期加挂,实物资产,退市
10002915,510050C2101A03300,50ETF购2021年1月3253A,510050.SH,ETF期权,认购,欧式,3.253,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.2202,到期加挂,实物资产,退市
10002916,510050C2101A03400,50ETF购2021年1月3351A,510050.SH,ETF期权,认购,欧式,3.351,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.1493,到期加挂,实物资产,退市
10002917,510050C2101A03500,50ETF购2021年1月3450A,510050.SH,ETF期权,认购,欧式,3.45,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0993,到期加挂,实物资产,退市
10002918,510050C2101A03600,50ETF购2021年1月3549A,510050.SH,ETF期权,认购,欧式,3.549,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0659,到期加挂,实物资产,退市
10002919,510050C2101A03700,50ETF购2021年1月3647A,510050.SH,ETF期权,认购,欧式,3.647,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0442,到期加挂,实物资产,退市
10002920,510050C2101A03800,50ETF购2021年1月3746A,510050.SH,ETF期权,认购,欧式,3.746,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0314,到期加挂,实物资产,退市
10002921,510050C2101A03900,50ETF购2021年1月3844A,510050.SH,ETF期权,认购,欧式,3.844,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0239,到期加挂,实物资产,退市
10002922,510050P2101A03100,50ETF沽2021年1月3056A,510050.SH,ETF期权,认沽,欧式,3.056,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0158,到期加挂,实物资产,退市
10002923,510050P2101A03200,50ETF沽2021年1月3154A,510050.SH,ETF期权,认沽,欧式,3.154,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0253,到期加挂,实物资产,退市
10002924,510050P2101A03300,50ETF沽2021年1月3253A,510050.SH,ETF期权,认沽,欧式,3.253,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.0434,到期加挂,实物资产,退市
10002925,510050P2101A03400,50ETF沽2021年1月3351A,510050.SH,ETF期权,认沽,欧式,3.351,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.075,到期加挂,实物资产,退市
10002926,510050P2101A03500,50ETF沽2021年1月3450A,510050.SH,ETF期权,认沽,欧式,3.45,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.125,到期加挂,实物资产,退市
10002927,510050P2101A03600,50ETF沽2021年1月3549A,510050.SH,ETF期权,认沽,欧式,3.549,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.1889,到期加挂,实物资产,退市
10002928,510050P2101A03700,50ETF沽2021年1月3647A,510050.SH,ETF期权,认沽,欧式,3.647,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.2669,到期加挂,实物资产,退市
10002929,510050P2101A03800,50ETF沽2021年1月3746A,510050.SH,ETF期权,认沽,欧式,3.746,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.3533,到期加挂,实物资产,退市
10002930,510050P2101A03900,50ETF沽2021年1月3844A,510050.SH,ETF期权,认沽,欧式,3.844,10145,2021-01,2020-11-26,2021-01-27,2021-01-27,2021-01-28,0.4495,到期加挂,实物资产,退市
10002949,510050C2012M03100,50ETF购2020年12月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.4125,调整加挂,实物资产,退市
10002950,510050C2012M03200,50ETF购2020年12月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.3128,调整加挂,实物资产,退市
10002951,510050C2012M03300,50ETF购2020年12月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.2185,调整加挂,实物资产,退市
10002952,510050C2012M03400,50ETF购2020年12月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.1361,调整加挂,实物资产,退市
10002953,510050C2012M03500,50ETF购2020年12月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0742,调整加挂,实物资产,退市
10002954,510050C2012M03600,50ETF购2020年12月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.038,调整加挂,实物资产,退市
10002955,510050C2012M03700,50ETF购2020年12月3700,510050.SH,ETF期权,认购,欧式,3.7,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0196,调整加挂,实物资产,退市
10002956,510050C2012M03800,50ETF购2020年12月3800,510050.SH,ETF期权,认购,欧式,3.8,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.011,调整加挂,实物资产,退市
10002957,510050C2012M03900,50ETF购2020年12月3900,510050.SH,ETF期权,认购,欧式,3.9,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0055,调整加挂,实物资产,退市
10002958,510050P2012M03100,50ETF沽2020年12月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0022,调整加挂,实物资产,退市
10002959,510050P2012M03200,50ETF沽2020年12月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0038,调整加挂,实物资产,退市
10002960,510050P2012M03300,50ETF沽2020年12月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0092,调整加挂,实物资产,退市
10002961,510050P2012M03400,50ETF沽2020年12月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0248,调整加挂,实物资产,退市
10002962,510050P2012M03500,50ETF沽2020年12月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.0626,调整加挂,实物资产,退市
10002963,510050P2012M03600,50ETF沽2020年12月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.1275,调整加挂,实物资产,退市
10002964,510050P2012M03700,50ETF沽2020年12月3700,510050.SH,ETF期权,认沽,欧式,3.7,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.2095,调整加挂,实物资产,退市
10002965,510050P2012M03800,50ETF沽2020年12月3800,510050.SH,ETF期权,认沽,欧式,3.8,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.3011,调整加挂,实物资产,退市
10002966,510050P2012M03900,50ETF沽2020年12月3900,510050.SH,ETF期权,认沽,欧式,3.9,10000,2020-12,2020-11-30,2020-12-23,2020-12-23,2020-12-24,0.3948,调整加挂,实物资产,退市
10002967,510050C2101M03100,50ETF购2021年1月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.4213,调整加挂,实物资产,退市
10002968,510050C2101M03200,50ETF购2021年1月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.3278,调整加挂,实物资产,退市
10002969,510050C2101M03300,50ETF购2021年1月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.2447,调整加挂,实物资产,退市
10002970,510050C2101M03400,50ETF购2021年1月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.1734,调整加挂,实物资产,退市
10002971,510050C2101M03500,50ETF购2021年1月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.1167,调整加挂,实物资产,退市
10002972,510050C2101M03600,50ETF购2021年1月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.0756,调整加挂,实物资产,退市
10002973,510050C2101M03700,50ETF购2021年1月3700,510050.SH,ETF期权,认购,欧式,3.7,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.047,调整加挂,实物资产,退市
10002974,510050C2101M03800,50ETF购2021年1月3800,510050.SH,ETF期权,认购,欧式,3.8,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.0294,调整加挂,实物资产,退市
10002975,510050C2101M03900,50ETF购2021年1月3900,510050.SH,ETF期权,认购,欧式,3.9,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.0176,调整加挂,实物资产,退市
10002976,510050P2101M03100,50ETF沽2021年1月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.0082,调整加挂,实物资产,退市
10002977,510050P2101M03200,50ETF沽2021年1月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.0158,调整加挂,实物资产,退市
10002978,510050P2101M03300,50ETF沽2021年1月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.032,调整加挂,实物资产,退市
10002979,510050P2101M03400,50ETF沽2021年1月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.0609,调整加挂,实物资产,退市
10002980,510050P2101M03500,50ETF沽2021年1月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.104,调整加挂,实物资产,退市
10002981,510050P2101M03600,50ETF沽2021年1月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.1626,调整加挂,实物资产,退市
10002982,510050P2101M03700,50ETF沽2021年1月3700,510050.SH,ETF期权,认沽,欧式,3.7,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.2345,调整加挂,实物资产,退市
10002983,510050P2101M03800,50ETF沽2021年1月3800,510050.SH,ETF期权,认沽,欧式,3.8,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.3155,调整加挂,实物资产,退市
10002984,510050P2101M03900,50ETF沽2021年1月3900,510050.SH,ETF期权,认沽,欧式,3.9,10000,2021-01,2020-11-30,2021-01-27,2021-01-27,2021-01-28,0.4011,调整加挂,实物资产,退市
10002985,510050C2103M03100,50ETF购2021年3月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.4354,调整加挂,实物资产,退市
10002986,510050C2103M03200,50ETF购2021年3月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.3561,调整加挂,实物资产,退市
10002987,510050C2103M03300,50ETF购2021年3月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.2805,调整加挂,实物资产,退市
10002988,510050C2103M03400,50ETF购2021年3月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.2164,调整加挂,实物资产,退市
10002989,510050C2103M03500,50ETF购2021年3月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.1651,调整加挂,实物资产,退市
10002990,510050C2103M03600,50ETF购2021年3月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.1242,调整加挂,实物资产,退市
10002991,510050C2103M03700,50ETF购2021年3月3700,510050.SH,ETF期权,认购,欧式,3.7,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.093,调整加挂,实物资产,退市
10002992,510050C2103M03800,50ETF购2021年3月3800,510050.SH,ETF期权,认购,欧式,3.8,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.0684,调整加挂,实物资产,退市
10002993,510050C2103M03900,50ETF购2021年3月3900,510050.SH,ETF期权,认购,欧式,3.9,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.0477,调整加挂,实物资产,退市
10002994,510050P2103M03100,50ETF沽2021年3月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.0292,调整加挂,实物资产,退市
10002995,510050P2103M03200,50ETF沽2021年3月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.0478,调整加挂,实物资产,退市
10002996,510050P2103M03300,50ETF沽2021年3月3300,510050.SH,ETF期权,认沽,欧式,3.3,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.0752,调整加挂,实物资产,退市
10002997,510050P2103M03400,50ETF沽2021年3月3400,510050.SH,ETF期权,认沽,欧式,3.4,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.1109,调整加挂,实物资产,退市
10002998,510050P2103M03500,50ETF沽2021年3月3500,510050.SH,ETF期权,认沽,欧式,3.5,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.1584,调整加挂,实物资产,退市
10002999,510050P2103M03600,50ETF沽2021年3月3600,510050.SH,ETF期权,认沽,欧式,3.6,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.2181,调整加挂,实物资产,退市
10003000,510050P2103M03700,50ETF沽2021年3月3700,510050.SH,ETF期权,认沽,欧式,3.7,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.2861,调整加挂,实物资产,退市
10003001,510050P2103M03800,50ETF沽2021年3月3800,510050.SH,ETF期权,认沽,欧式,3.8,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.3618,调整加挂,实物资产,退市
10003002,510050P2103M03900,50ETF沽2021年3月3900,510050.SH,ETF期权,认沽,欧式,3.9,10000,2021-03,2020-11-30,2021-03-24,2021-03-24,2021-03-25,0.4389,调整加挂,实物资产,退市
10003003,510050C2106M03100,50ETF购2021年6月3100,510050.SH,ETF期权,认购,欧式,3.1,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.4583,调整加挂,实物资产,退市
10003004,510050C2106M03200,50ETF购2021年6月3200,510050.SH,ETF期权,认购,欧式,3.2,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.3981,调整加挂,实物资产,退市
10003005,510050C2106M03300,50ETF购2021年6月3300,510050.SH,ETF期权,认购,欧式,3.3,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.3325,调整加挂,实物资产,退市
10003006,510050C2106M03400,50ETF购2021年6月3400,510050.SH,ETF期权,认购,欧式,3.4,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.2748,调整加挂,实物资产,退市
10003007,510050C2106M03500,50ETF购2021年6月3500,510050.SH,ETF期权,认购,欧式,3.5,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.2292,调整加挂,实物资产,退市
10003008,510050C2106M03600,50ETF购2021年6月3600,510050.SH,ETF期权,认购,欧式,3.6,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.1874,调整加挂,实物资产,退市
10003009,510050C2106M03700,50ETF购2021年6月3700,510050.SH,ETF期权,认购,欧式,3.7,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.15,调整加挂,实物资产,退市
10003010,510050C2106M03800,50ETF购2021年6月3800,510050.SH,ETF期权,认购,欧式,3.8,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.1214,调整加挂,实物资产,退市
10003011,510050C2106M03900,50ETF购2021年6月3900,510050.SH,ETF期权,认购,欧式,3.9,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.0955,调整加挂,实物资产,退市
10003012,510050P2106M03100,50ETF沽2021年6月3100,510050.SH,ETF期权,认沽,欧式,3.1,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.0659,调整加挂,实物资产,退市
10003013,510050P2106M03200,50ETF沽2021年6月3200,510050.SH,ETF期权,认沽,欧式,3.2,10000,2021-06,2020-11-30,2021-06-23,2021-06-23,2021-06-24,0.0928,调整加挂,实物资产,退市
